,meta_log2FC,meta_SE,meta_z,meta_pvalue,meta_padj,n_datasets,n_concordant,frac_concordant,replicated
100820829,-1.5742955676695096,0.12048558920723139,-13.066256122645267,5.133028274238105e-39,1.715658906878497e-36,3,3,1.0,True
54578,2.856972251813286,0.21903132744451387,13.043669529588314,6.905190042306855e-39,2.2588786574567638e-36,3,3,1.0,True
9185,-0.6003644252125461,0.04615810177869208,-13.006696594479362,1.1208345274332518e-38,3.590173095684635e-36,4,4,1.0,True
284252,0.9844500349522937,0.07577302412124125,12.992091134928392,1.3566877778712165e-38,4.256953996891827e-36,3,3,1.0,True
29761,-0.32359110167092864,0.02493217280315982,-12.978856845959202,1.612695823929219e-38,4.959039658582349e-36,4,4,1.0,True
4052,0.7674515014235733,0.05930162118678518,12.941492763010546,2.6247926304577584e-38,7.912977782997654e-36,4,3,0.75,True
64220,1.3230672000853807,0.10384880445971782,12.740321922517545,3.52935495262322e-37,1.0435352383958078e-34,3,3,1.0,True
2048,0.8843079235648131,0.06991139898329723,12.648980515696532,1.1333592149779086e-36,3.2878109302425178e-34,3,3,1.0,True
374569,-1.393617557784457,0.11019860111815293,-12.646417864145532,1.170929392240536e-36,3.333896186240415e-34,3,3,1.0,True
5067,1.0967366561301168,0.08694524590838586,12.614107242686362,1.7654692137816522e-36,4.849987753438371e-34,3,3,1.0,True
730130,1.8696394120062454,0.14821867212648354,12.614061273000573,1.766499604504382e-36,4.849987753438371e-34,3,3,1.0,True
157574,1.0172596664325937,0.08074822849061457,12.597919303589807,2.1678813245337202e-36,5.847574625387009e-34,3,3,1.0,True
26872,1.4020957450146554,0.111366747499768,12.589895785701888,2.3999000450492645e-36,6.312605320438005e-34,3,3,1.0,True
284297,0.9612937754089819,0.07635885442008312,12.589159210279512,2.4223981392249906e-36,6.312605320438005e-34,3,3,1.0,True
54674,-1.123554561080756,0.08934117592715554,-12.57599924582197,2.861589918496509e-36,7.332824166147305e-34,4,4,1.0,True
57645,-0.31722672737263036,0.025419490361452697,-12.479665125532485,9.63911900373112e-36,2.4295320439732123e-33,4,4,1.0,True
721,1.1366828723516795,0.09115373478353506,12.469953919617089,1.0888900051981562e-35,2.7002715854712342e-33,3,3,1.0,True
11024,-1.134531897220762,0.09102099214552462,-12.464508136835834,1.1658891623992967e-35,2.845324741569712e-33,3,3,1.0,True
79145,-0.4374961979409944,0.035138367489786486,-12.450669430449764,1.3867708694264138e-35,3.331500330848611e-33,4,4,1.0,True
92747,2.840923763600233,0.2288626445290983,12.413226149010216,2.2154265085907933e-35,5.240335779935915e-33,3,3,1.0,True
27255,-1.1870857129670158,0.09592200992010436,-12.375530016059576,3.5454606305141443e-35,8.259311696084086e-33,3,3,1.0,True
50618,-0.3479338099384469,0.028148010035386774,-12.360867056002741,4.2554180726279046e-35,9.765231771142393e-33,4,4,1.0,True
727897,2.6966853122228467,0.21824681401020413,12.356126821153794,4.513865512683405e-35,1.0205982684927552e-32,3,3,1.0,True
221692,-0.7694583325804789,0.062439482778732534,-12.323265637981287,6.788839868342306e-35,1.5127306228371445e-32,3,3,1.0,True
119587,1.2734901170648087,0.10344148805857716,12.311212270492986,7.883014316286938e-35,1.7314477873273096e-32,3,3,1.0,True
29116,-0.5210979548595167,0.04236782250045121,-12.299380145249785,9.127185806357406e-35,1.9764856587710578e-32,4,4,1.0,True
63923,1.47049971317817,0.11965173102989819,12.289832336907239,1.0271885390697774e-34,2.193475526138587e-32,3,3,1.0,True
2524,1.4407495864742188,0.11758641692380288,12.252687207977758,1.6252003438075027e-34,3.4229390802795004e-32,3,3,1.0,True
4815,-0.7009455579423284,0.057278984197190935,-12.237395054514671,1.9622992284043667e-34,4.077074410367181e-32,3,3,1.0,True
6744,-0.4101281061683659,0.0335512410571043,-12.223932505814815,2.316040951977507e-34,4.747883951553889e-32,4,4,1.0,True
11343,-0.5465872382495357,0.04472302092553451,-12.221608177131499,2.3832299196370326e-34,4.821336844002549e-32,3,3,1.0,True
58526,-0.5366294958355831,0.0439212803679511,-12.21798388708076,2.491880155203515e-34,4.975669790422604e-32,4,3,0.75,True
57514,-0.6419423663289509,0.052617203912638376,-12.200237158074446,3.0991998626824426e-34,6.108999729325968e-32,3,3,1.0,True
51280,0.531414182285858,0.0437705048092889,12.140919658141165,6.410148356053236e-34,1.2475446958774494e-31,4,4,1.0,True
7273,-1.146985035420743,0.09454081674722992,-12.132167616949957,7.133582775986773e-34,1.3709854397599579e-31,3,3,1.0,True
6799,-0.932801638478826,0.07695666927676023,-12.121127996381702,8.16278632665011e-34,1.549417774965993e-31,3,3,1.0,True
84513,0.412990801686443,0.03408199792867047,12.11756430919288,8.525530979728242e-34,1.5985370586990454e-31,4,3,0.75,True
79971,0.3481714761822198,0.02880492469892795,12.087220495152966,1.2339088946007581e-33,2.2857047294562233e-31,4,3,0.75,True
645,-0.5359058488104774,0.044373721801918425,-12.07709939686214,1.3955636848643283e-33,2.554379958903458e-31,4,3,0.75,True
5797,-0.49252777629105543,0.04081469730283775,-12.067412202927477,1.5699385435293842e-33,2.839741777266386e-31,4,4,1.0,True
11200,0.5446428558335391,0.045165117874720516,12.058926921087092,1.740356401773439e-33,3.1113929857286775e-31,3,3,1.0,True
8650,-0.2843205047147819,0.023582272334747353,-12.056535548351258,1.7916198210717018e-33,3.1662246837905076e-31,4,3,0.75,True
6924,-0.3259001964310692,0.02706673114401135,-12.040618968618094,2.173189078572751e-33,3.796907054892733e-31,4,4,1.0,True
286205,-0.49586391811163005,0.04119512379813055,-12.036956619951523,2.2718309696025486e-33,3.9246518154650772e-31,4,4,1.0,True
255488,-0.5104082755699723,0.04259101527001281,-11.98394244265262,4.313135065015563e-33,7.368272402734921e-31,4,3,0.75,True
157310,-1.5834871989555512,0.13233205228658879,-11.96601406533185,5.353946363476637e-33,9.045815971258603e-31,3,3,1.0,True
3157,-0.5913207670388844,0.04953744155483873,-11.936845111071852,7.605352078512363e-33,1.2710031326861694e-30,4,4,1.0,True
1288,1.102001012191961,0.09238878834939285,11.927865186676659,8.47182726093147e-33,1.4005843455572187e-30,3,3,1.0,True
2776,-0.33598594362792017,0.028306880527935018,-11.869409039839201,1.7066892562879388e-32,2.791526310151815e-30,4,3,0.75,True
11027,-0.9115040701468213,0.0769177745697791,-11.850369764922323,2.1424335945098454e-32,3.4673596332198814e-30,3,3,1.0,True
1674,1.3660029768949773,0.11587658261837161,11.788429948730684,4.4781136131755703e-32,7.171978833601498e-30,3,3,1.0,True
5885,-0.3182814828547293,0.027026923609583246,-11.776459927606137,5.161564798623602e-32,8.181346265859576e-30,3,3,1.0,True
10627,-0.34182494292154364,0.02904765110688987,-11.767730948836187,5.724351817090617e-32,8.98080705997635e-30,4,4,1.0,True
283849,-0.8325046023694371,0.0709187724189249,-11.738846767563064,8.057768309302933e-32,1.2513958359144706e-29,3,3,1.0,True
395,-0.47635472495356096,0.04067800814110711,-11.710374886133653,1.1277985499250382e-31,1.7339902705097464e-29,4,4,1.0,True
22873,0.5183995052459595,0.04440809861236149,11.673535265967393,1.7403758359305768e-31,2.649334502716101e-29,3,3,1.0,True
253738,1.2477909553757058,0.1071014448172889,11.650552030408097,2.2797718837209495e-31,3.436420854138196e-29,3,3,1.0,True
6999,1.8623859307290118,0.15993338584265263,11.644760228869814,2.4400693865762253e-31,3.6423365843310155e-29,3,3,1.0,True
65244,0.3631030012603303,0.03123037404589739,11.626597898785965,3.0189110505584933e-31,4.463053596378542e-29,3,3,1.0,True
1191,0.9058398388919334,0.07795843442189311,11.619523219126446,3.2796135611574797e-31,4.8022912859805953e-29,3,3,1.0,True
599,-0.3103576129490103,0.02673279201621701,-11.609622098609714,3.6823942868185445e-31,5.341208694324068e-29,3,3,1.0,True
306,-0.9821761048186756,0.08463741489841496,-11.604514457317968,3.9090002332058055e-31,5.616904540704604e-29,4,3,0.75,True
80114,0.7307989695808578,0.0630153532100316,11.59715739662822,4.259938789878938e-31,6.064496193924876e-29,3,3,1.0,True
56994,-0.4268091679837788,0.036839540507504175,-11.585626804895632,4.873882618447987e-31,6.87485736317778e-29,4,3,0.75,True
875,-0.9629137851759725,0.08312083116183559,-11.584506214828231,4.938039148132799e-31,6.902031991140162e-29,3,3,1.0,True
29956,-0.31364888128095986,0.027113294546208817,-11.56808445931985,5.98029295779985e-31,8.283513894249792e-29,4,4,1.0,True
25793,-0.23442690723866785,0.020271109981005685,-11.564581685873598,6.229414053064191e-31,8.55153938088053e-29,4,4,1.0,True
51421,-0.7114768724975735,0.06157878226731253,-11.553928907022934,7.052123248003303e-31,9.595256189208034e-29,3,3,1.0,True
51162,-0.8146977712239283,0.07056326593246778,-11.545635827055264,7.766500343434341e-31,1.0474556384237105e-28,3,3,1.0,True
10396,-0.506964114430617,0.0440535661283681,-11.507901833721462,1.2037138622897297e-30,1.6093130984960517e-28,4,4,1.0,True
55101,-0.27765942225750223,0.024160134278692447,-11.492461881819029,1.4395015752364148e-30,1.9079600620051617e-28,4,3,0.75,True
5962,-0.4236014670501428,0.03686421382801852,-11.490858560726608,1.4664715800313998e-30,1.9270940635028011e-28,4,4,1.0,True
23348,-0.6523965106191647,0.057041516680791916,-11.437222370331044,2.7246955804886096e-30,3.5501859788146076e-28,3,3,1.0,True
79705,0.2971015130521616,0.02600511446610905,11.42473390914532,3.1461781469802257e-30,4.064915042842099e-28,4,4,1.0,True
39,-0.44734327327359225,0.03918300868840884,-11.41676681418101,3.448246780109365e-30,4.418066187015125e-28,4,4,1.0,True
10536,0.7722821732570874,0.06771777497239373,11.404423337475588,3.9740196160579376e-30,5.049632363379405e-28,3,3,1.0,True
664,-0.47692597759766253,0.04188273382876485,-11.387173997465089,4.8444769491264146e-30,6.105232220722838e-28,3,3,1.0,True
84886,-0.4643695864073921,0.04097870495461428,-11.331973202220565,9.112833011269131e-30,1.1391041264086413e-27,4,4,1.0,True
6817,-0.8496500792781532,0.07502307903463963,-11.325182733247365,9.847330586687689e-30,1.2209895787929292e-27,3,3,1.0,True
11157,-0.31506890925657155,0.027829183991497083,-11.321528843707295,1.0266565442343439e-29,1.2627875494082429e-27,3,3,1.0,True
11234,-0.3469409524620118,0.0306990898141852,-11.301343282878047,1.292260219825608e-29,1.5768651491919621e-27,4,4,1.0,True
200205,-0.5611846822641514,0.04971062812458845,-11.289028190463997,1.4867133637375164e-29,1.799859682477505e-27,3,3,1.0,True
7267,0.29525965913662194,0.026264114403861415,11.241942317050375,2.537373142754919e-29,3.0478212554575687e-27,3,3,1.0,True
55288,-0.30265598845594543,0.026942717537819717,-11.233313344546804,2.7978595832200115e-29,3.334658224186641e-27,3,3,1.0,True
9353,-0.8680872956460928,0.07739456823819466,-11.216385276217444,3.3883895684221074e-29,4.007422278037685e-27,3,3,1.0,True
11185,-0.9831742626907198,0.0881460587122469,-11.153921991002406,6.851823274098688e-29,8.041739148035675e-27,3,3,1.0,True
85449,0.9496266661835362,0.08515716519358743,11.151459351949468,7.044148240667726e-29,8.20483175759593e-27,3,3,1.0,True
5525,-0.5251866598421452,0.0471155046372058,-11.146790507416533,7.423592080374871e-29,8.581784077876967e-27,3,3,1.0,True
83930,-0.3300286383221409,0.02963674608758542,-11.135791943785188,8.399508036297829e-29,9.63749522821486e-27,4,4,1.0,True
4303,-0.3162389402859533,0.028454588890122545,-11.113811607228298,1.0747198432371481e-28,1.2239864881311964e-26,4,3,0.75,True
8805,-0.32001065610009755,0.028808760311508395,-11.108102279995059,1.145684123273977e-28,1.2952127496571614e-26,4,4,1.0,True
23368,-0.27410465033905074,0.024771031258620728,-11.065532455119639,1.843646542896911e-28,2.069055882995621e-26,4,4,1.0,True
80146,-0.3282647641202631,0.029667808162866918,-11.064678668481102,1.8612878022247195e-28,2.073717388348193e-26,4,4,1.0,True
9372,-0.334472605811819,0.03024080918295913,-11.06030608467634,1.95429466169319e-28,2.1616748506138702e-26,4,4,1.0,True
152273,-0.6028686803423612,0.05451771855929491,-11.05821549899718,2.0003771478017287e-28,2.1968427605322556e-26,3,3,1.0,True
25963,-0.3204995385795447,0.028989129669044517,-11.055852391518465,2.053765741019984e-28,2.239478600580302e-26,4,4,1.0,True
26011,0.5657243846486868,0.05117924419193474,11.053785447223124,2.101620639698255e-28,2.2755223475606106e-26,3,3,1.0,True
474344,-0.5262827634861752,0.04773010703487463,-11.026222151600033,2.8561225735345086e-28,3.070831088677837e-26,4,4,1.0,True
4552,-0.4238949094165068,0.038481690370415746,-11.015496079725024,3.217592267544897e-28,3.435450077326583e-26,4,4,1.0,True
196383,-0.37194417081854747,0.033896436051337936,-10.972958049489877,5.15575572390279e-28,5.466878914138303e-26,3,3,1.0,True
55959,0.5542375108137654,0.050623295965775694,10.948269966231798,6.772881798568512e-28,7.132401209108964e-26,4,4,1.0,True
3029,-0.3056253303045675,0.027918374649262896,-10.947103266007524,6.86066378491559e-28,7.175694264835184e-26,4,3,0.75,True
716,0.6225734330612986,0.056973843628609425,10.92735531623275,8.52982313741596e-28,8.861218293092595e-26,3,3,1.0,True
80014,-0.44129824620580904,0.04041999928759339,-10.917819247494696,9.474331286928756e-28,9.776365338022122e-26,4,4,1.0,True
58190,-0.33511349151072833,0.030720285356232988,-10.908540973000289,1.0492682716555685e-27,1.0754999784469577e-25,3,3,1.0,True
171024,1.0236965703993703,0.09411289457403205,10.877325312676465,1.4783734087090074e-27,1.5052974277417875e-25,3,3,1.0,True
23231,0.486207697336628,0.04487233510036179,10.835355375403852,2.340548537841026e-27,2.3520218149873053e-25,4,3,0.75,True
200958,0.9542145913750533,0.08806248847146175,10.835653272327,2.3329426560747552e-27,2.3520218149873053e-25,3,3,1.0,True
3422,-0.440970128650758,0.0407151906936864,-10.830604527148589,2.4652236746674818e-27,2.4612216881826323e-25,4,4,1.0,True
4008,-0.5425183421420686,0.05014713105556742,-10.818532002177964,2.812459680534133e-27,2.789778554078212e-25,4,4,1.0,True
8676,-0.6068954261435442,0.05624090079476915,-10.790997611474785,3.796457926357437e-27,3.7417013216503584e-25,4,3,0.75,True
1577,-1.1705200163826293,0.10859056424500713,-10.779205583108004,4.315969822101986e-27,4.199875697140383e-25,3,3,1.0,True
9663,-0.41202420866465034,0.03822379338269596,-10.779260042023331,4.3134155495953806e-27,4.199875697140383e-25,3,3,1.0,True
22898,-0.5476781364016509,0.05082183588298741,-10.776433532677357,4.447987137706121e-27,4.301119637876201e-25,4,3,0.75,True
57228,-0.3375087806010098,0.03139604858671974,-10.750040078093559,5.9235873591249705e-27,5.692197227909151e-25,4,4,1.0,True
4092,-0.582246774213224,0.05420179779388564,-10.74220409491483,6.448617374384517e-27,6.158229324916891e-25,3,3,1.0,True
5654,0.6287728126163179,0.058651703666624984,10.720452660510068,8.160297929664034e-27,7.744727201764476e-25,3,3,1.0,True
4920,0.8474270282628407,0.07925967846972808,10.69177978795992,1.112159984500081e-26,1.0490466111465487e-24,3,3,1.0,True
59338,-0.40532061447753864,0.03803498242067701,-10.656521672458922,1.62564073988634e-26,1.5240381936434437e-24,4,4,1.0,True
126669,-0.6566145923938865,0.06166133962647106,-10.648724085001934,1.7677126433205002e-26,1.6471867812759205e-24,3,3,1.0,True
338382,0.8215924376022181,0.07730735545963864,10.627610176513707,2.217212596143563e-26,2.0535929919100773e-24,3,3,1.0,True
727936,0.7346790675618509,0.06915729783573506,10.623304995329452,2.3219181592475474e-26,2.1376941136785054e-24,3,3,1.0,True
10974,-0.6516543193741671,0.06140272436958727,-10.612791632042487,2.5986662802568623e-26,2.378243693985075e-24,3,3,1.0,True
440026,-0.559742923531646,0.05280371570586052,-10.60044574608453,2.965633293951373e-26,2.698024372455761e-24,3,3,1.0,True
57153,-0.3578616295498821,0.033821383286639875,-10.580928240485203,3.653208419557871e-26,3.3040046735707214e-24,4,4,1.0,True
154,-0.43969432325227464,0.0415749123210945,-10.575953109808008,3.852403274998856e-26,3.463783646380551e-24,4,4,1.0,True
163590,-0.3029964523721742,0.028665268070910476,-10.570159386705862,4.0979756984324525e-26,3.6631614164766835e-24,4,4,1.0,True
5860,-0.3745330485580702,0.03544473299557647,-10.56667710276763,4.252976963335965e-26,3.758018437430486e-24,4,4,1.0,True
83416,0.7741390032157787,0.07325930631229663,10.567108019228389,4.2334855955614437e-26,3.758018437430486e-24,4,3,0.75,True
7035,-0.5070081327985491,0.04798532524136884,-10.56589968387773,4.288366729398926e-26,3.767636483686199e-24,4,4,1.0,True
1500,-0.3008672853044693,0.02849571019834519,-10.558336086739867,4.648280458776488e-26,4.06064273032321e-24,3,3,1.0,True
8825,-0.5016239711373793,0.047578831969780085,-10.543007265415598,5.472056973401905e-26,4.753269828590638e-24,4,3,0.75,True
23499,-0.43715060369139863,0.041514232897909224,-10.530138055698357,6.2742394045424e-26,5.4194624070134496e-24,4,4,1.0,True
26022,0.4240935030799868,0.04036222130134053,10.507189381717739,8.004353631255485e-26,6.875247881595143e-24,3,3,1.0,True
38,-0.3080341526828774,0.029329572970008926,-10.502510657003395,8.411270704919814e-26,7.184627060452341e-24,4,4,1.0,True
55615,0.45212582539394874,0.04313686850776318,10.481192562983132,1.0540609456104e-25,8.953694496552432e-24,3,3,1.0,True
57633,0.5709163913091726,0.05457083545271577,10.461932396176287,1.2919355014073243e-25,1.0914015568207479e-23,4,4,1.0,True
54491,-0.5378599989943719,0.05147162471655982,-10.449640980952514,1.4708094207330233e-25,1.2357210297142204e-23,4,3,0.75,True
317649,-0.3167821301959886,0.0303560609138422,-10.435547981508288,1.7062640850591904e-25,1.4257505602057095e-23,4,4,1.0,True
7869,-0.6189449621054025,0.05931797208725948,-10.43435809293861,1.7277754103927511e-25,1.4359214559345162e-23,3,3,1.0,True
3963,2.679469251606357,0.2568463569801756,10.432187098581931,1.7677184294725983e-25,1.4612188630721074e-23,3,3,1.0,True
23765,-0.4276915158201317,0.04100297269505362,-10.430744107285815,1.7947721966170826e-25,1.4756482632613715e-23,3,3,1.0,True
4900,-0.5889430666709773,0.05647995960819583,-10.427469685823137,1.85769382679199e-25,1.5192575844110025e-23,4,3,0.75,True
23245,0.7346886695600962,0.07051436602161776,10.418992767159828,2.030925640891964e-25,1.6521418904081453e-23,3,3,1.0,True
90634,-0.3449094120702134,0.03314647516030485,-10.405613580392579,2.3374534783878743e-25,1.8914919594849246e-23,4,4,1.0,True
9518,1.0993810318299282,0.1057707183083444,10.394001755996362,2.6403714550552896e-25,2.1254299016479098e-23,3,3,1.0,True
55841,-0.33214506981459263,0.03199007696910927,-10.382753068563213,2.9708224656677405e-25,2.3789789275854953e-23,4,4,1.0,True
488,0.31842679581291194,0.03070968177455559,10.368938309114732,3.433178222302751e-25,2.734980060513202e-23,4,3,0.75,True
26052,-0.4778521144527846,0.04613749615757768,-10.357131492804287,3.8843664900402248e-25,3.0784605558952816e-23,3,3,1.0,True
55061,0.8427157225054759,0.08138490660773474,10.354692996912341,3.9846282629999264e-25,3.1256969154910134e-23,3,3,1.0,True
29101,-0.2678094306137762,0.025863243381076102,-10.35482776339374,3.979020830097493e-25,3.1256969154910134e-23,4,4,1.0,True
80150,-0.7124314988605747,0.0688184009630367,-10.35234020103477,4.083795911761821e-25,3.1872265047379696e-23,3,3,1.0,True
8809,-0.6033270297874119,0.05832843334212019,-10.343617944419172,4.473237839562512e-25,3.473536958751194e-23,4,4,1.0,True
8991,-0.6995509922041067,0.0676937789167799,-10.334051420945306,4.942780096317831e-25,3.81885648145159e-23,4,3,0.75,True
90952,-0.4430914871441032,0.0429369384406332,-10.31958735848724,5.746961168118024e-25,4.417976397990731e-23,4,3,0.75,True
21,-1.2806360403554173,0.12414022251551483,-10.31604434409134,5.962945755069987e-25,4.5612085066766694e-23,3,3,1.0,True
2530,0.3533948075717263,0.034301605105576366,10.30257349427288,6.860106237299359e-25,5.221491752399883e-23,4,3,0.75,True
11161,-0.3583722633314582,0.03485553895599518,-10.281644584061665,8.52601730123406e-25,6.457513103767176e-23,4,4,1.0,True
6307,-0.615112595329951,0.059853433412840024,-10.276980955916128,8.948686156920818e-25,6.712316102997009e-23,4,4,1.0,True
220213,-0.5831488017372876,0.05674326511729287,-10.276969443543164,8.949754803996013e-25,6.712316102997009e-23,3,3,1.0,True
4205,-0.33100908152150266,0.032216903332393104,-10.274391616921271,9.1922559414053e-25,6.860725004810994e-23,3,3,1.0,True
9117,-0.2511033498726371,0.024464080315959875,-10.26416471126537,1.0220159058222267e-24,7.591060170056395e-23,4,4,1.0,True
29094,-0.5674978817996728,0.05530222039197076,-10.261755816988261,1.0478389492219118e-24,7.74544415590716e-23,4,4,1.0,True
7216,0.6837424005822477,0.06671006663511102,10.249463612773226,1.1900207620924332e-24,8.754339338359406e-23,3,3,1.0,True
55022,-0.47721477672435514,0.046570020576075045,-10.247252863992081,1.2175481118145378e-24,8.914191532927867e-23,4,4,1.0,True
51390,0.258924716469792,0.02528610673078743,10.239801612263813,1.315057454196859e-24,9.582468416244886e-23,4,3,0.75,True
51176,0.599732903585751,0.0585881870250335,10.236413414354292,1.3619179962777373e-24,9.877117543759533e-23,4,3,0.75,True
220929,-0.3031729803235273,0.029644626900113966,-10.226911654009104,1.5023409367319752e-24,1.0844362395424468e-22,4,3,0.75,True
164091,0.3032060892017709,0.029651269091601633,10.225737328985032,1.5206627817180199e-24,1.0925322555567548e-22,4,4,1.0,True
6480,0.5060002927496315,0.04949726534790358,10.222792899629612,1.5675809388850928e-24,1.1210026481562e-22,4,3,0.75,True
125061,-0.35127059986467046,0.03436858466047834,-10.22068855423683,1.6019887178060886e-24,1.140304469271695e-22,3,3,1.0,True
3170,-0.8178053772052598,0.08005364034502097,-10.215717532402312,1.686268841327031e-24,1.194764213613046e-22,3,3,1.0,True
2549,-0.5135794021140816,0.05033172142916159,-10.203891055800844,1.904846505537795e-24,1.3434410560845688e-22,3,3,1.0,True
3705,-0.2840804735951638,0.027880893092279264,-10.189073666145614,2.218681658329169e-24,1.5576360957447932e-22,4,3,0.75,True
5585,-0.29203122095872813,0.028736418040040092,-10.16240856991377,2.917778141452766e-24,2.0391290420380125e-22,4,3,0.75,True
3459,-0.4499773880761569,0.04430622137141627,-10.1560768250586,3.113538522257155e-24,2.1660929764571835e-22,4,4,1.0,True
23604,-0.5625889491287598,0.05540151821715708,-10.154756895354065,3.155957293064322e-24,2.1857136658046824e-22,4,3,0.75,True
80206,1.1841084870224536,0.11672208134590123,10.144682765837556,3.4991343857787236e-24,2.401749606310173e-22,3,3,1.0,True
3241,-0.34293253068844404,0.033802861030843075,-10.145074121848406,3.48513750378797e-24,2.401749606310173e-22,4,3,0.75,True
6275,-0.6454764296720702,0.06363207463297692,-10.143884721582786,3.527849282023407e-24,2.410697009382661e-22,3,3,1.0,True
57553,0.5507221195335907,0.05439760959586432,10.12401323560108,4.323172353466559e-24,2.9410962360419624e-22,3,3,1.0,True
56971,-0.6877989282928786,0.06794604290026399,-10.122722368136708,4.3805861449745334e-24,2.9670269594265836e-22,3,3,1.0,True
4329,-0.3688721046698832,0.03647309960659524,-10.113538707940851,4.811431901154482e-24,3.244551117554832e-22,4,4,1.0,True
3295,-0.3610168475094732,0.03570848604187342,-10.110113519966324,4.982650833904959e-24,3.3453387149034386e-22,4,4,1.0,True
64116,-0.4613048181101562,0.04568851136477478,-10.096735575977114,5.7111730303030604e-24,3.8177950148221545e-22,4,4,1.0,True
51181,-0.38346205600870503,0.037999125372021776,-10.091339004635165,6.034073039893249e-24,4.016184977851026e-22,4,4,1.0,True
2615,-0.8976642002561792,0.0889592194236372,-10.090738273920403,6.0711173022957324e-24,4.0234236432240037e-22,3,3,1.0,True
80212,-0.2858532091559567,0.02838380455143945,-10.07099695313608,7.422187500650833e-24,4.897688103970239e-22,4,4,1.0,True
23589,-0.3630253195461362,0.03607034236739199,-10.064371328904139,7.93929306958499e-24,5.216522689951676e-22,4,3,0.75,True
85464,-0.36375853318600426,0.036191945836033364,-10.050814477729451,9.111123486160899e-24,5.961001004243566e-22,4,3,0.75,True
84101,-0.4425364870540772,0.04403586980497271,-10.049454887890148,9.237698873223985e-24,6.018204244738084e-22,4,4,1.0,True
760,-0.8557500608713917,0.085263670840107,-10.036514408066715,1.0533050667259865e-23,6.833149958190735e-22,4,4,1.0,True
9749,-0.3691153277377415,0.03685790990133569,-10.014548538585613,1.3156118446937199e-23,8.498963072338631e-22,4,4,1.0,True
1117,-1.2547944112753422,0.12540181157813007,-10.00619046474905,1.4315936992387883e-23,9.209520136316473e-22,3,3,1.0,True
653509,-1.269275646149146,0.1269559457020235,-9.997764493269537,1.558760648087565e-23,9.985810401810964e-22,3,3,1.0,True
120892,-1.016482829621854,0.101959037239855,-9.969521654373946,2.072244408841914e-23,1.322023144644997e-21,3,3,1.0,True
9806,-0.6105891241032884,0.06128913012633524,-9.96243743131419,2.225386694072707e-23,1.4138562157590029e-21,4,4,1.0,True
51348,-0.80946190827137,0.08125635438299966,-9.96182900916269,2.2390502459798278e-23,1.4166830260057553e-21,4,4,1.0,True
8972,-1.0658082910154734,0.10721656874387434,-9.940705093459417,2.7686044573856045e-23,1.7445612103403143e-21,3,3,1.0,True
25798,-0.38919919762846517,0.03920848950531156,-9.926401208996854,3.1958207239062143e-23,2.0055405563289e-21,4,3,0.75,True
9788,-0.3341666006783312,0.03367643031234818,-9.922862891908169,3.3111979737635574e-23,2.0694987336022234e-21,4,3,0.75,True
54843,0.5090920012345552,0.05139833277293063,9.90483491913327,3.966245227562577e-23,2.4688672216103084e-21,4,3,0.75,True
57576,-0.4898049180783283,0.04949965028447177,-9.89511875868711,4.370913301493707e-23,2.709790000422006e-21,3,3,1.0,True
79161,-0.45376718518711306,0.04596391041692669,-9.87224935979356,5.491901942035166e-23,3.391084030473521e-21,4,4,1.0,True
260425,-0.5346473713346466,0.05419730160272704,-9.864833774450217,5.913231030297316e-23,3.6366370836328495e-21,3,3,1.0,True
55076,0.5117857790507203,0.0518861003794656,9.863639304318662,5.98402635344624e-23,3.665514150766372e-21,4,4,1.0,True
65258,-0.2801316174724521,0.028411066124845178,-9.859947396605435,6.208190757074496e-23,3.787735432143666e-21,4,4,1.0,True
1432,-0.22574830090535855,0.022909800404506506,-9.853787327669272,6.60086826626003e-23,4.011397217144189e-21,4,3,0.75,True
25777,-0.299293478643772,0.03038258601191494,-9.85082305128339,6.798494025225196e-23,4.115230143221945e-21,4,4,1.0,True
79674,-1.083472633853159,0.11009070926374143,-9.84163551219851,7.448990453886927e-23,4.491303067784765e-21,3,3,1.0,True
403341,-0.28781127243621446,0.029257290974600038,-9.837249548704978,7.78089162744865e-23,4.673094092657149e-21,4,4,1.0,True
100133941,0.9458116317949193,0.09622244399030233,9.829428484379818,8.409464653569497e-23,5.030954048584865e-21,4,4,1.0,True
1287,0.4847504823568392,0.049488521732198656,9.795210392017966,1.1805139528161389e-22,7.035039544398502e-21,4,4,1.0,True
90,0.25417021694340447,0.02596170649526068,9.79019684202205,1.2405414209384528e-22,7.36421789456707e-21,4,3,0.75,True
55862,-0.3388833389569581,0.034827479505896264,-9.73034350359995,2.2383580038581364e-22,1.3236443965122633e-20,4,4,1.0,True
220323,0.8064124251626008,0.08302417813427536,9.712982932012727,2.6545257736121367e-22,1.5637292631910574e-20,3,3,1.0,True
54874,-0.36699232131503373,0.037803220986874476,-9.70796434098713,2.7885041873218518e-22,1.636383659544789e-20,4,4,1.0,True
7048,-0.2932979481855341,0.03026860296613796,-9.689840938931074,3.330469438192706e-22,1.9469949662438348e-20,4,4,1.0,True
5066,0.24516261652337826,0.025312242642130032,9.68553517716863,3.473843428576508e-22,2.0231190422107504e-20,4,3,0.75,True
79908,-0.6073508282406175,0.06272785345506576,-9.682314869513029,3.585050698170338e-22,2.0800058295988285e-20,4,3,0.75,True
56922,-0.44029471453048286,0.045502803214880976,-9.6762107699442,3.8055999041753376e-22,2.1996653581464593e-20,4,4,1.0,True
